x,y,z,classification,gpstime,scan_angle,intensity,number_of_returns,return_number,point_source_ID,edge_of_flight_line_flag,direction_of_scan_flag,user_data,red_channel,green_channel,blue_channel
1293510.440,5044362.250,314.420,2,353621056.933163,1.002,15872,1,1,7,0,0,0,0,0,0
1293511.130,5044361.560,314.450,2,353621056.933170,1.002,15360,1,1,7,0,0,0,0,0,0
1293511.830,5044360.880,314.510,2,353621056.933177,1.002,15616,1,1,7,0,0,0,0,0,0
1293512.520,5044360.180,314.550,2,353621056.933184,1.002,18944,1,1,7,0,0,0,0,0,0
1293513.230,5044359.490,314.580,2,353621056.933191,1.002,16384,1,1,7,0,0,0,0,0,0
1293513.930,5044358.800,314.650,2,353621056.933197,1.002,14336,1,1,7,0,0,0,0,0,0
1293514.620,5044358.110,314.670,2,353621056.933204,1.002,15872,1,1,7,0,0,0,0,0,0
1293515.330,5044357.410,314.720,2,353621056.933211,1.002,17664,1,1,7,0,0,0,0,0,0
1293516.020,5044356.730,314.700,2,353621056.933218,1.002,14336,1,1,7,0,0,0,0,0,0
1293516.710,5044356.040,314.750,2,353621056.933225,1.002,14336,1,1,7,0,0,0,0,0,0
1293517.410,5044355.350,314.730,2,353621056.933231,1.002,14848,1,1,7,0,0,0,0,0,0
1293518.110,5044354.660,314.750,2,353621056.933238,1.002,15872,1,1,7,0,0,0,0,0,0
1293518.810,5044353.960,314.770,2,353621056.933245,1.002,15360,1,1,7,0,0,0,0,0,0
1293519.500,5044353.280,314.790,2,353621056.933252,1.002,16384,1,1,7,0,0,0,0,0,0
1293520.210,5044352.580,314.770,2,353621056.933259,1.002,16384,1,1,7,0,0,0,0,0,0
1293520.900,5044351.890,314.790,2,353621056.933265,1.002,15360,1,1,7,0,0,0,0,0,0
1293521.640,5044351.200,315.970,3,353621056.933272,1.002,10240,1,1,7,0,0,0,0,0,0
1293522.350,5044350.510,316.460,3,353621056.933279,1.002,11264,1,1,7,0,0,0,0,0,0
1293523.140,5044349.820,319.050,4,353621056.933286,1.002,4096,1,1,7,0,0,0,0,0,0
1293523.830,5044349.130,318.790,4,353621056.933293,1.002,6912,1,1,7,0,0,0,0,0,0
1293524.390,5044348.440,314.990,3,353621056.933300,1.002,14336,1,1,7,0,0,0,0,0,0
1293525.110,5044347.750,315.550,3,353621056.933306,1.002,15872,1,1,7,0,0,0,0,0,0
1293525.830,5044347.060,316.350,3,353621056.933313,1.002,4096,1,1,7,0,0,0,0,0,0
1293526.490,5044346.360,315.160,3,353621056.933320,1.002,14592,1,1,7,0,0,0,0,0,0
1293527.210,5044345.670,316.030,3,353621056.933327,0,20992,1,1,7,0,0,0,0,0,0
1293527.910,5044344.990,316.240,3,353621056.933333,0,18944,1,1,7,0,0,0,0,0,0
1293528.600,5044344.300,315.950,3,353621056.933340,0,13568,1,1,7,0,0,0,0,0,0
1293529.270,5044343.600,315.030,3,353621056.933347,0,20736,1,1,7,0,0,0,0,0,0
1293528.690,5044343.320,315.080,3,353621056.943410,0,16896,1,1,7,0,0,0,0,0,0
1293528.000,5044344.000,315.420,3,353621056.943417,0,8960,1,1,7,0,0,0,0,0,0
1293527.310,5044344.690,315.590,3,353621056.943424,0,13568,1,1,7,0,0,0,0,0,0
1293526.630,5044345.380,315.820,3,353621056.943430,0,14848,1,1,7,0,0,0,0,0,0
1293525.890,5044346.070,314.870,2,353621056.943437,1.002,12800,1,1,7,0,0,0,0,0,0
1293525.240,5044346.760,315.940,3,353621056.943444,1.002,11008,1,1,7,0,0,0,0,0,0
1293524.510,5044347.450,314.980,3,353621056.943451,1.002,12288,1,1,7,0,0,0,0,0,0
1293523.280,5044348.830,319.580,4,353621056.943465,1.002,4864,1,1,7,0,0,0,0,0,0
1293522.500,5044349.520,317.440,4,353621056.943471,1.002,5888,1,1,7,0,0,0,0,0,0
1293521.760,5044350.210,315.980,3,353621056.943478,1.002,8448,1,1,7,0,0,0,0,0,0
1293521.000,5044350.910,314.630,2,353621056.943485,1.002,9984,1,1,7,0,0,0,0,0,0
1293520.320,5044351.590,314.770,3,353621056.943492,1.002,11264,1,1,7,0,0,0,0,0,0
1293519.620,5044352.280,314.800,2,353621056.943499,1.002,11008,1,1,7,0,0,0,0,0,0
1293518.920,5044352.980,314.750,2,353621056.943505,1.002,12032,1,1,7,0,0,0,0,0,0
1293518.220,5044353.670,314.750,2,353621056.943512,1.002,10752,1,1,7,0,0,0,0,0,0
1293517.520,5044354.350,314.730,2,353621056.943519,1.002,11008,1,1,7,0,0,0,0,0,0
1293516.830,5044355.040,314.740,3,353621056.943526,1.002,9984,1,1,7,0,0,0,0,0,0
1293516.320,5044355.710,319.300,4,353621056.943532,1.002,9984,1,1,7,0,0,0,0,0,0
1293515.590,5044356.400,318.340,4,353621056.943539,1.002,5888,2,1,7,0,0,0,0,0,0
1293515.430,5044356.420,314.690,2,353621056.943539,1.002,3328,2,2,7,0,0,0,0,0,0
1293514.850,5044357.100,317.280,4,353621056.943546,1.002,768,1,1,7,0,0,0,0,0,0
1293514.040,5044357.800,314.690,2,353621056.943553,1.002,11776,1,1,7,0,0,0,0,0,0
1293513.340,5044358.490,314.650,2,353621056.943560,1.002,11776,1,1,7,0,0,0,0,0,0
1293512.640,5044359.180,314.620,2,353621056.943567,1.002,10752,1,1,7,0,0,0,0,0,0
1293511.940,5044359.870,314.570,2,353621056.943573,1.002,10496,1,1,7,0,0,0,0,0,0
1293511.240,5044360.560,314.520,2,353621056.943580,1.002,12032,1,1,7,0,0,0,0,0,0
1293510.550,5044361.250,314.490,2,353621056.943587,1.002,11776,1,1,7,0,0,0,0,0,0
1293509.840,5044361.950,314.430,2,353621056.943594,1.002,11520,1,1,7,0,0,0,0,0,0
1293509.150,5044362.630,314.390,2,353621056.943601,1.002,11008,1,1,7,0,0,0,0,0,0
1293508.450,5044363.320,314.350,2,353621056.943607,1.002,12032,1,1,7,0,0,0,0,0,0
1293507.750,5044364.010,314.300,2,353621056.943614,1.998,11520,1,1,7,0,0,0,0,0,0
1293507.050,5044364.700,314.290,2,353621056.943621,1.998,12288,1,1,7,0,0,0,0,0,0
1293506.360,5044365.390,314.220,2,353621056.943628,1.998,13568,1,1,7,0,0,0,0,0,0
1293505.660,5044366.080,314.190,2,353621056.943635,1.998,11520,1,1,7,0,0,0,0,0,0
1293504.960,5044366.770,314.120,2,353621056.943641,1.998,11776,1,1,7,0,0,0,0,0,0
1293504.270,5044367.460,314.110,2,353621056.943648,1.998,11264,1,1,7,0,0,0,0,0,0
1293503.570,5044368.140,314.130,3,353621056.943655,1.998,11008,1,1,7,0,0,0,0,0,0
1293502.870,5044368.840,314.130,2,353621056.943662,1.998,9984,1,1,7,0,0,0,0,0,0
1293502.180,5044369.520,314.250,3,353621056.943669,1.998,7680,1,1,7,0,0,0,0,0,0
1293501.480,5044370.210,314.090,3,353621056.943676,1.998,8192,1,1,7,0,0,0,0,0,0
1293500.800,5044370.890,314.380,3,353621056.943682,1.998,11776,1,1,7,0,0,0,0,0,0
1293500.540,5044371.450,322.720,1,353621056.943689,1.998,3840,2,1,7,0,0,0,0,0,0
1293500.110,5044371.590,314.490,3,353621056.943689,1.998,5120,2,2,7,0,0,0,0,0,0
1293499.380,5044372.280,313.770,2,353621056.943696,1.998,8960,1,1,7,0,0,0,0,0,0
1293498.700,5044372.970,314.190,3,353621056.943703,1.998,9216,1,1,7,0,0,0,0,0,0
1293497.950,5044373.670,313.150,2,353621056.943709,1.998,7424,1,1,7,0,0,0,0,0,0
1293497.250,5044374.360,313.000,2,353621056.943716,1.998,8960,1,1,7,0,0,0,0,0,0
1293496.460,5044374.470,312.870,2,353621056.952949,1.998,10752,1,1,7,0,0,0,0,0,0
1293497.160,5044373.780,312.920,2,353621056.952956,1.998,11264,1,1,7,0,0,0,0,0,0
1293497.900,5044373.070,313.560,3,353621056.952963,1.998,12800,1,1,7,0,0,0,0,0,0
1293498.600,5044372.380,313.760,2,353621056.952970,1.998,11776,1,1,7,0,0,0,0,0,0
1293499.300,5044371.690,313.910,3,353621056.952976,1.998,12544,1,1,7,0,0,0,0,0,0
1293500.460,5044370.860,322.820,1,353621056.952983,1.998,768,2,1,7,0,0,0,0,0,0
1293500.020,5044370.990,314.440,3,353621056.952983,1.998,5376,2,2,7,0,0,0,0,0,0
1293500.710,5044370.300,314.280,3,353621056.952990,1.998,14336,1,1,7,0,0,0,0,0,0
1293501.400,5044369.620,314.270,3,353621056.952997,1.998,11264,1,1,7,0,0,0,0,0,0
1293502.100,5044368.930,314.280,3,353621056.953004,1.998,11520,1,1,7,0,0,0,0,0,0
1293502.800,5044368.230,314.200,3,353621056.953010,1.998,12800,1,1,7,0,0,0,0,0,0
1293503.490,5044367.540,314.070,2,353621056.953017,1.998,14848,1,1,7,0,0,0,0,0,0
1293504.180,5044366.860,314.140,2,353621056.953024,1.998,15616,1,1,7,0,0,0,0,0,0
1293504.880,5044366.170,314.170,2,353621056.953031,1.998,16128,1,1,7,0,0,0,0,0,0
1293505.580,5044365.480,314.230,2,353621056.953038,1.998,15360,1,1,7,0,0,0,0,0,0
1293506.270,5044364.790,314.250,2,353621056.953044,1.998,14592,1,1,7,0,0,0,0,0,0
1293506.970,5044364.100,314.290,2,353621056.953051,1.998,15360,1,1,7,0,0,0,0,0,0
1293507.680,5044363.400,314.350,2,353621056.953058,1.998,15872,1,1,7,0,0,0,0,0,0
1293508.370,5044362.710,314.400,2,353621056.953065,1.002,15360,1,1,7,0,0,0,0,0,0
1293509.080,5044362.020,314.440,2,353621056.953072,1.002,13824,1,1,7,0,0,0,0,0,0
1293509.770,5044361.330,314.470,2,353621056.953079,1.002,15616,1,1,7,0,0,0,0,0,0
1293510.460,5044360.640,314.540,3,353621056.953085,1.002,14592,1,1,7,0,0,0,0,0,0
1293511.160,5044359.950,314.570,2,353621056.953092,1.002,15360,1,1,7,0,0,0,0,0,0
1293511.870,5044359.260,314.610,2,353621056.953099,1.002,15616,1,1,7,0,0,0,0,0,0
1293512.560,5044358.570,314.660,2,353621056.953106,1.002,15360,1,1,7,0,0,0,0,0,0
1293513.260,5044357.880,314.670,2,353621056.953112,1.002,16896,1,1,7,0,0,0,0,0,0
1293513.960,5044357.180,314.720,2,353621056.953119,1.002,14336,1,1,7,0,0,0,0,0,0
1293514.800,5044356.470,317.930,4,353621056.953126,1.002,13056,1,1,7,0,0,0,0,0,0
1293515.560,5044355.780,319.740,4,353621056.953133,1.002,12288,1,1,7,0,0,0,0,0,0
1293516.200,5044355.100,318.390,4,353621056.953140,1.002,14592,1,1,7,0,0,0,0,0,0
1293516.750,5044354.420,314.740,3,353621056.953146,1.002,13568,1,1,7,0,0,0,0,0,0
1293517.440,5044353.740,314.720,2,353621056.953153,1.002,15104,1,1,7,0,0,0,0,0,0
1293518.140,5044353.040,314.750,2,353621056.953160,1.002,14080,1,1,7,0,0,0,0,0,0
1293518.840,5044352.350,314.710,2,353621056.953167,1.002,13312,1,1,7,0,0,0,0,0,0
1293519.540,5044351.660,314.680,2,353621056.953174,1.002,17664,1,1,7,0,0,0,0,0,0
1293520.240,5044350.970,314.920,3,353621056.953181,1.002,16128,1,1,7,0,0,0,0,0,0
1293520.980,5044350.280,315.970,3,353621056.953187,1.002,9728,1,1,7,0,0,0,0,0,0
1293521.730,5044349.580,317.540,4,353621056.953194,1.002,6144,1,1,7,0,0,0,0,0,0
1293522.450,5044348.900,318.260,4,353621056.953201,1.002,6400,1,1,7,0,0,0,0,0,0
1293523.120,5044348.210,317.360,4,353621056.953208,1.002,7680,1,1,7,0,0,0,0,0,0
1293523.730,5044347.510,314.970,3,353621056.953215,1.002,17664,1,1,7,0,0,0,0,0,0
1293524.420,5044346.820,314.920,2,353621056.953221,1.002,20992,1,1,7,0,0,0,0,0,0
1293525.150,5044346.130,315.730,3,353621056.953228,1.002,17152,1,1,7,0,0,0,0,0,0
1293525.820,5044345.440,314.960,3,353621056.953235,1.002,20992,1,1,7,0,0,0,0,0,0
1293526.520,5044344.760,315.400,3,353621056.953242,0,18432,1,1,7,0,0,0,0,0,0
1293527.220,5044344.060,315.330,3,353621056.953249,0,17920,1,1,7,0,0,0,0,0,0
1293527.910,5044343.370,314.980,3,353621056.953255,0,18176,1,1,7,0,0,0,0,0,0
1293527.260,5044343.240,315.040,3,353621056.963339,0,13056,1,1,7,0,0,0,0,0,0
1293526.570,5044343.930,314.980,3,353621056.963346,0,13312,1,1,7,0,0,0,0,0,0
1293525.860,5044344.620,314.760,2,353621056.963352,0,13824,1,1,7,0,0,0,0,0,0
1293525.170,5044345.310,314.820,2,353621056.963359,1.002,15360,1,1,7,0,0,0,0,0,0
1293524.480,5044346.000,314.980,3,353621056.963366,1.002,14336,1,1,7,0,0,0,0,0,0
1293523.770,5044346.690,314.840,2,353621056.963373,1.002,16640,1,1,7,0,0,0,0,0,0
1293523.070,5044347.380,314.650,2,353621056.963380,1.002,12544,1,1,7,0,0,0,0,0,0
1293522.400,5044348.070,315.600,3,353621056.963386,1.002,3072,1,1,7,0,0,0,0,0,0
1293521.710,5044348.760,315.620,3,353621056.963393,1.002,768,1,1,7,0,0,0,0,0,0
1293520.980,5044349.460,314.770,3,353621056.963400,1.002,15360,1,1,7,0,0,0,0,0,0
1293520.290,5044350.140,314.890,3,353621056.963407,1.002,14848,1,1,7,0,0,0,0,0,0
1293519.600,5044350.830,315.070,3,353621056.963414,1.002,14336,1,1,7,0,0,0,0,0,0
1293518.880,5044351.530,314.570,2,353621056.963420,1.002,15104,1,1,7,0,0,0,0,0,0
1293518.180,5044352.210,314.470,2,353621056.963427,1.002,9984,1,1,7,0,0,0,0,0,0
1293517.490,5044352.900,314.570,3,353621056.963434,1.002,7680,1,1,7,0,0,0,0,0,0
1293516.790,5044353.590,314.680,3,353621056.963441,1.002,9216,1,1,7,0,0,0,0,0,0
1293516.200,5044354.270,317.230,4,353621056.963448,1.002,6144,1,1,7,0,0,0,0,0,0
1293515.580,5044354.950,319.020,4,353621056.963454,1.002,10752,1,1,7,0,0,0,0,0,0
1293514.900,5044355.630,319.320,4,353621056.963461,1.002,9728,1,1,7,0,0,0,0,0,0
1293514.140,5044356.330,317.910,4,353621056.963468,1.002,3840,1,1,7,0,0,0,0,0,0
1293513.310,5044357.040,314.740,3,353621056.963475,1.002,10752,1,1,7,0,0,0,0,0,0
1293512.610,5044357.730,314.660,3,353621056.963482,1.002,10752,1,1,7,0,0,0,0,0,0
1293511.920,5044358.420,314.650,2,353621056.963488,1.002,11008,1,1,7,0,0,0,0,0,0
1293511.220,5044359.110,314.650,2,353621056.963495,1.002,9984,1,1,7,0,0,0,0,0,0
1293510.510,5044359.800,314.570,2,353621056.963502,1.002,11520,1,1,7,0,0,0,0,0,0
1293509.820,5044360.490,314.510,2,353621056.963509,1.002,11264,1,1,7,0,0,0,0,0,0
1293509.120,5044361.180,314.480,2,353621056.963516,1.002,11520,1,1,7,0,0,0,0,0,0
1293508.420,5044361.860,314.430,2,353621056.963522,1.002,10240,1,1,7,0,0,0,0,0,0
1293507.720,5044362.560,314.420,2,353621056.963529,1.002,10240,1,1,7,0,0,0,0,0,0
1293507.030,5044363.240,314.340,2,353621056.963536,1.998,11520,1,1,7,0,0,0,0,0,0
1293506.330,5044363.930,314.350,2,353621056.963543,1.998,11776,1,1,7,0,0,0,0,0,0
1293505.630,5044364.620,314.250,2,353621056.963550,1.998,10752,1,1,7,0,0,0,0,0,0
1293504.930,5044365.310,314.210,2,353621056.963557,1.998,11008,1,1,7,0,0,0,0,0,0
1293504.230,5044366.000,314.170,2,353621056.963563,1.998,11264,1,1,7,0,0,0,0,0,0
1293503.540,5044366.690,314.110,2,353621056.963570,1.998,9984,1,1,7,0,0,0,0,0,0
1293502.830,5044367.380,314.090,2,353621056.963577,1.998,9216,1,1,7,0,0,0,0,0,0
1293502.160,5044368.060,314.370,3,353621056.963584,1.998,7680,1,1,7,0,0,0,0,0,0
1293501.450,5044368.750,314.190,2,353621056.963591,1.998,7424,1,1,7,0,0,0,0,0,0
1293500.750,5044369.440,314.170,2,353621056.963597,1.998,8704,1,1,7,0,0,0,0,0,0
1293500.070,5044370.130,314.420,3,353621056.963604,1.998,12544,1,1,7,0,0,0,0,0,0
1293499.810,5044370.680,322.720,1,353621056.963611,1.998,3840,2,1,7,0,0,0,0,0,0
1293499.380,5044370.810,314.480,3,353621056.963611,1.998,4864,2,2,7,0,0,0,0,0,0
1293498.650,5044371.510,313.790,2,353621056.963618,1.998,9472,1,1,7,0,0,0,0,0,0
1293497.970,5044372.200,314.040,3,353621056.963624,1.998,11776,1,1,7,0,0,0,0,0,0
1293497.230,5044372.900,313.090,3,353621056.963631,1.998,8448,1,1,7,0,0,0,0,0,0
1293496.510,5044373.590,312.720,2,353621056.963638,1.998,8448,1,1,7,0,0,0,0,0,0
1293495.820,5044374.280,312.730,2,353621056.963645,1.998,7680,1,1,7,0,0,0,0,0,0
1293495.360,5044374.010,312.630,2,353621056.972871,1.998,11520,1,1,7,0,0,0,0,0,0
1293496.040,5044373.330,312.560,2,353621056.972878,1.998,11776,1,1,7,0,0,0,0,0,0
1293496.750,5044372.640,312.700,2,353621056.972885,1.998,11008,1,1,7,0,0,0,0,0,0
1293497.510,5044371.920,313.930,3,353621056.972892,1.998,12288,1,1,7,0,0,0,0,0,0
1293498.190,5044371.240,313.610,2,353621056.972898,1.998,13056,1,1,7,0,0,0,0,0,0
1293499.370,5044370.400,322.770,1,353621056.972905,1.998,2304,2,1,7,0,0,0,0,0,0
1293498.910,5044370.540,313.960,3,353621056.972905,1.998,8960,2,2,7,0,0,0,0,0,0
1293499.780,5044369.800,317.270,4,353621056.972912,1.998,1792,1,1,7,0,0,0,0,0,0
1293500.310,5044369.160,314.110,2,353621056.972919,1.998,9984,1,1,7,0,0,0,0,0,0
1293501.000,5044368.480,314.110,2,353621056.972925,1.998,11008,1,1,7,0,0,0,0,0,0
1293501.700,5044367.790,314.080,2,353621056.972932,1.998,12032,1,1,7,0,0,0,0,0,0
1293502.380,5044367.100,314.030,2,353621056.972939,1.998,14848,1,1,7,0,0,0,0,0,0
1293503.080,5044366.410,314.090,2,353621056.972946,1.998,17152,1,1,7,0,0,0,0,0,0
1293503.790,5044365.710,314.310,3,353621056.972953,1.998,20736,1,1,7,0,0,0,0,0,0
1293504.490,5044365.020,314.260,2,353621056.972960,1.998,20736,1,1,7,0,0,0,0,0,0
1293505.190,5044364.330,314.250,2,353621056.972966,1.998,19200,1,1,7,0,0,0,0,0,0
1293505.890,5044363.640,314.320,2,353621056.972973,1.998,14592,1,1,7,0,0,0,0,0,0
1293506.580,5044362.950,314.330,2,353621056.972980,1.998,15360,1,1,7,0,0,0,0,0,0
1293507.280,5044362.270,314.550,3,353621056.972987,1.002,15104,1,1,7,0,0,0,0,0,0
1293507.980,5044361.570,314.550,3,353621056.972994,1.002,15104,1,1,7,0,0,0,0,0,0
1293508.670,5044360.880,314.450,2,353621056.973000,1.002,14336,1,1,7,0,0,0,0,0,0
1293509.370,5044360.190,314.440,2,353621056.973007,1.002,13568,1,1,7,0,0,0,0,0,0
1293510.070,5044359.500,314.500,2,353621056.973014,1.002,14080,1,1,7,0,0,0,0,0,0
1293510.780,5044358.800,314.630,3,353621056.973021,1.002,13056,1,1,7,0,0,0,0,0,0
1293511.470,5044358.120,314.510,3,353621056.973027,1.002,12800,1,1,7,0,0,0,0,0,0
1293512.150,5044357.430,314.430,3,353621056.973034,1.002,12800,1,1,7,0,0,0,0,0,0
1293512.860,5044356.740,314.510,3,353621056.973041,1.002,12288,1,1,7,0,0,0,0,0,0
1293513.730,5044356.020,318.580,4,353621056.973048,1.002,9472,1,1,7,0,0,0,0,0,0
1293514.480,5044355.330,320.000,4,353621056.973055,1.002,13312,1,1,7,0,0,0,0,0,0
1293515.150,5044354.640,319.210,4,353621056.973062,1.002,13824,1,1,7,0,0,0,0,0,0
1293515.830,5044353.950,318.900,4,353621056.973068,1.002,13824,1,1,7,0,0,0,0,0,0
1293516.340,5044353.280,314.350,3,353621056.973075,1.002,10752,1,1,7,0,0,0,0,0,0
1293517.020,5044352.600,314.120,3,353621056.973082,1.002,10752,1,1,7,0,0,0,0,0,0
1293517.740,5044351.900,314.470,3,353621056.973089,1.002,16128,1,1,7,0,0,0,0,0,0
1293518.430,5044351.220,314.500,3,353621056.973096,1.002,19968,1,1,7,0,0,0,0,0,0
1293519.130,5044350.520,314.440,3,353621056.973102,1.002,19968,1,1,7,0,0,0,0,0,0
1293519.850,5044349.830,314.880,3,353621056.973109,1.002,22016,1,1,7,0,0,0,0,0,0
1293520.540,5044349.140,314.820,3,353621056.973116,1.002,23040,1,1,7,0,0,0,0,0,0
1293521.240,5044348.440,314.730,3,353621056.973123,1.002,10752,1,1,7,0,0,0,0,0,0
1293521.940,5044347.750,314.850,3,353621056.973130,1.002,16896,1,1,7,0,0,0,0,0,0
1293522.630,5044347.070,314.900,3,353621056.973136,1.002,20224,1,1,7,0,0,0,0,0,0
1293523.330,5044346.380,314.930,3,353621056.973143,1.002,19968,1,1,7,0,0,0,0,0,0
1293524.030,5044345.680,314.870,3,353621056.973150,1.002,18688,1,1,7,0,0,0,0,0,0
1293524.720,5044344.990,314.780,3,353621056.973157,1.002,17664,1,1,7,0,0,0,0,0,0
1293525.400,5044344.300,314.320,2,353621056.973164,0,19456,1,1,7,0,0,0,0,0,0
1293526.100,5044343.610,314.370,3,353621056.973171,0,15616,1,1,7,0,0,0,0,0,0
1293525.600,5044343.360,313.850,3,353621056.983267,0,7168,1,1,7,0,0,0,0,0,0
1293524.910,5044344.050,314.150,3,353621056.983274,0,17664,1,1,7,0,0,0,0,0,0
1293524.230,5044344.740,314.640,2,353621056.983281,1.002,16640,1,1,7,0,0,0,0,0,0
1293523.540,5044345.430,314.720,2,353621056.983288,1.002,16896,1,1,7,0,0,0,0,0,0
1293522.840,5044346.120,314.950,3,353621056.983295,1.002,16896,1,1,7,0,0,0,0,0,0
1293522.150,5044346.810,314.950,3,353621056.983301,1.002,16896,1,1,7,0,0,0,0,0,0
1293521.450,5044347.500,314.970,4,353621056.983308,1.002,18176,1,1,7,0,0,0,0,0,0
1293520.740,5044348.190,314.610,3,353621056.983315,1.002,14592,1,1,7,0,0,0,0,0,0
1293520.050,5044348.880,314.770,4,353621056.983322,1.002,15616,1,1,7,0,0,0,0,0,0
1293519.360,5044349.570,315.020,3,353621056.983329,1.002,18432,1,1,7,0,0,0,0,0,0
1293518.640,5044350.260,314.250,3,353621056.983335,1.002,10496,1,1,7,0,0,0,0,0,0
1293517.930,5044350.950,314.060,2,353621056.983342,1.002,16128,1,1,7,0,0,0,0,0,0
1293517.240,5044351.640,314.240,3,353621056.983349,1.002,15360,1,1,7,0,0,0,0,0,0
1293516.520,5044352.340,313.770,3,353621056.983356,1.002,13824,1,1,7,0,0,0,0,0,0
1293515.820,5044353.030,313.610,3,353621056.983363,1.002,8448,1,1,7,0,0,0,0,0,0
1293515.350,5044353.680,319.280,4,353621056.983370,1.002,8960,1,1,7,0,0,0,0,0,0
1293514.680,5044354.380,319.970,4,353621056.983376,1.002,13056,1,1,7,0,0,0,0,0,0
1293513.970,5044355.060,319.400,4,353621056.983383,1.002,11008,1,1,7,0,0,0,0,0,0
1293513.180,5044355.760,317.270,4,353621056.983390,1.002,9472,1,1,7,0,0,0,0,0,0
1293512.340,5044356.470,313.850,3,353621056.983397,1.002,10496,1,1,7,0,0,0,0,0,0
1293511.660,5044357.170,314.320,3,353621056.983403,1.002,14080,1,1,7,0,0,0,0,0,0
1293510.950,5044357.850,314.010,2,353621056.983410,1.002,10496,1,1,7,0,0,0,0,0,0
1293510.280,5044358.540,314.580,3,353621056.983417,1.002,9472,1,1,7,0,0,0,0,0,0
1293509.560,5044359.240,314.060,3,353621056.983424,1.002,11776,1,1,7,0,0,0,0,0,0
1293508.880,5044359.920,314.550,3,353621056.983431,1.002,10752,1,1,7,0,0,0,0,0,0
1293508.170,5044360.610,314.220,2,353621056.983438,1.002,10240,1,1,7,0,0,0,0,0,0
1293507.480,5044361.300,314.470,3,353621056.983444,1.002,11008,1,1,7,0,0,0,0,0,0
1293506.800,5044361.990,314.660,3,353621056.983451,1.002,13824,1,1,7,0,0,0,0,0,0
1293506.090,5044362.680,314.350,3,353621056.983458,1.998,16128,1,1,7,0,0,0,0,0,0
1293505.450,5044363.350,315.660,3,353621056.983465,1.998,7680,1,1,7,0,0,0,0,0,0
1293504.700,5044364.060,314.480,3,353621056.983472,1.998,15616,1,1,7,0,0,0,0,0,0
1293504.000,5044364.740,314.450,3,353621056.983478,1.998,15616,1,1,7,0,0,0,0,0,0
1293503.300,5044365.440,314.420,3,353621056.983485,1.998,19200,1,1,7,0,0,0,0,0,0
1293502.610,5044366.120,314.580,3,353621056.983492,1.998,13312,1,1,7,0,0,0,0,0,0
1293501.890,5044366.820,313.880,2,353621056.983499,1.998,12288,1,1,7,0,0,0,0,0,0
1293501.190,5044367.510,313.830,2,353621056.983505,1.998,12288,1,1,7,0,0,0,0,0,0
1293500.500,5044368.200,314.010,2,353621056.983512,1.998,11776,1,1,7,0,0,0,0,0,0
1293500.010,5044368.820,318.020,4,353621056.983519,1.998,6656,1,1,7,0,0,0,0,0,0
1293499.320,5044369.500,318.090,4,353621056.983526,1.998,1536,2,1,7,0,0,0,0,0,0
1293499.130,5044369.560,314.360,3,353621056.983526,1.998,8192,2,2,7,0,0,0,0,0,0
1293498.530,5044370.220,316.370,4,353621056.983533,1.998,4864,1,1,7,0,0,0,0,0,0
1293497.680,5044370.960,313.300,2,353621056.983540,1.998,13824,1,1,7,0,0,0,0,0,0
1293496.970,5044371.650,313.010,3,353621056.983546,1.998,12800,1,1,7,0,0,0,0,0,0
1293496.240,5044372.350,312.390,2,353621056.983553,1.998,10752,1,1,7,0,0,0,0,0,0
1293495.550,5044373.040,312.440,2,353621056.983560,1.998,9984,1,1,7,0,0,0,0,0,0
1293494.860,5044373.720,312.540,2,353621056.983567,1.998,8960,1,1,7,0,0,0,0,0,0
1293494.170,5044374.410,312.590,2,353621056.983574,1.998,9216,1,1,7,0,0,0,0,0,0
1293494.020,5044373.850,312.480,2,353621056.992786,1.998,10752,1,1,7,0,0,0,0,0,0
1293494.710,5044373.170,312.390,2,353621056.992793,1.998,11008,1,1,7,0,0,0,0,0,0
1293495.400,5044372.470,312.320,2,353621056.992800,1.998,10240,1,1,7,0,0,0,0,0,0
1293496.090,5044371.790,312.290,2,353621056.992806,1.998,11776,1,1,7,0,0,0,0,0,0
1293496.830,5044371.100,313.180,3,353621056.992813,1.998,13568,1,1,7,0,0,0,0,0,0
1293497.700,5044370.350,316.400,4,353621056.992820,1.998,768,1,1,7,0,0,0,0,0,0
1293498.380,5044369.660,316.290,4,353621056.992827,1.998,8192,1,1,7,0,0,0,0,0,0
1293499.200,5044368.940,318.570,4,353621056.992834,1.998,6912,1,1,7,0,0,0,0,0,0
1293499.830,5044368.270,317.360,4,353621056.992841,1.998,7168,1,1,7,0,0,0,0,0,0
1293500.480,5044367.590,316.400,4,353621056.992847,1.998,1792,1,1,7,0,0,0,0,0,0
1293501.030,5044366.950,313.530,2,353621056.992854,1.998,15360,1,1,7,0,0,0,0,0,0
1293501.760,5044366.250,314.490,3,353621056.992861,1.998,14336,1,1,7,0,0,0,0,0,0
1293502.460,5044365.560,314.470,3,353621056.992868,1.998,19456,1,1,7,0,0,0,0,0,0
1293503.150,5044364.870,314.400,3,353621056.992875,1.998,18944,1,1,7,0,0,0,0,0,0
1293503.880,5044364.180,314.960,3,353621056.992881,1.998,20480,1,1,7,0,0,0,0,0,0
1293504.620,5044363.470,315.990,4,353621056.992888,1.998,8448,1,1,7,0,0,0,0,0,0
1293505.320,5044362.780,315.900,3,353621056.992895,1.998,9216,1,1,7,0,0,0,0,0,0
