x,y,z,classification,gpstime,scan_angle,intensity,number_of_returns,return_number,point_source_ID,edge_of_flight_line_flag,direction_of_scan_flag,user_data,red_channel,green_channel,blue_channel
1293498.470,5044360.710,311.510,3,353620819.571949,10.002,16384,1,1,6,0,0,0,0,0,0
1293498.650,5044360.490,314.450,6,353620819.571955,10.002,5632,1,1,6,0,0,0,0,0,0
1293499.320,5044360.080,314.620,6,353620819.571962,10.002,7168,1,1,6,0,0,0,0,0,0
1293500.000,5044359.650,314.780,6,353620819.571969,10.002,6144,1,1,6,0,0,0,0,0,0
1293500.670,5044359.240,314.980,6,353620819.571976,10.002,7168,1,1,6,0,0,0,0,0,0
1293501.340,5044358.820,315.130,6,353620819.571983,10.002,6912,1,1,6,0,0,0,0,0,0
1293502.010,5044358.400,315.330,6,353620819.571990,10.002,7424,1,1,6,0,0,0,0,0,0
1293502.670,5044357.990,315.510,6,353620819.571996,10.998,6400,1,1,6,0,0,0,0,0,0
1293503.350,5044357.570,315.690,6,353620819.572003,10.998,7424,1,1,6,0,0,0,0,0,0
1293504.030,5044357.140,315.770,6,353620819.572010,10.998,5120,1,1,6,0,0,0,0,0,0
1293504.770,5044356.700,315.570,6,353620819.572017,10.998,4352,1,1,6,0,0,0,0,0,0
1293505.500,5044356.260,315.410,6,353620819.572024,10.998,4864,1,1,6,0,0,0,0,0,0
1293506.240,5044355.810,315.180,6,353620819.572030,10.998,4608,1,1,6,0,0,0,0,0,0
1293506.970,5044355.360,315.000,6,353620819.572037,10.998,4608,1,1,6,0,0,0,0,0,0
1293507.710,5044354.920,314.800,6,353620819.572044,10.998,4608,1,1,6,0,0,0,0,0,0
1293508.430,5044354.480,314.630,6,353620819.572051,10.998,3584,1,1,6,0,0,0,0,0,0
1293509.200,5044354.030,314.270,6,353620819.572057,10.998,2560,1,1,6,0,0,0,0,0,0
1293510.020,5044353.540,313.580,6,353620819.572064,10.998,2304,1,1,6,0,0,0,0,0,0
1293510.740,5044353.110,313.480,3,353620819.572071,10.998,2816,1,1,6,0,0,0,0,0,0
1293511.190,5044352.790,314.710,4,353620819.572078,10.998,7936,1,1,6,0,0,0,0,0,0
1293511.730,5044352.430,315.490,4,353620819.572085,10.998,16896,1,1,6,0,0,0,0,0,0
1293512.230,5044352.080,316.480,4,353620819.572092,10.998,16384,1,1,6,0,0,0,0,0,0
1293512.940,5044351.660,316.360,4,353620819.572098,10.998,13568,1,1,6,0,0,0,0,0,0
1293513.670,5044351.220,316.160,4,353620819.572105,10.998,768,1,1,6,0,0,0,0,0,0
1293514.810,5044350.600,313.850,6,353620819.572112,10.998,7168,1,1,6,0,0,0,0,0,0
1293515.490,5044350.180,313.820,6,353620819.572119,10.998,6912,1,1,6,0,0,0,0,0,0
1293516.180,5044349.760,313.840,6,353620819.572126,10.998,6656,1,1,6,0,0,0,0,0,0
1293516.870,5044349.330,313.800,6,353620819.572132,10.998,7936,1,1,6,0,0,0,0,0,0
1293517.580,5044348.900,313.650,6,353620819.572139,10.998,6656,1,1,6,0,0,0,0,0,0
1293518.180,5044348.520,314.120,4,353620819.572146,10.998,1536,1,1,6,0,0,0,0,0,0
1293518.820,5044348.120,314.290,4,353620819.572153,10.998,768,1,1,6,0,0,0,0,0,0
1293519.480,5044347.710,314.370,4,353620819.572160,10.998,3328,1,1,6,0,0,0,0,0,0
1293520.190,5044347.280,314.240,4,353620819.572166,10.998,15360,1,1,6,0,0,0,0,0,0
1293520.790,5044346.900,314.650,4,353620819.572173,10.998,13824,1,1,6,0,0,0,0,0,0
1293521.390,5044346.520,315.010,4,353620819.572180,10.998,19200,1,1,6,0,0,0,0,0,0
1293522.170,5044346.060,314.490,3,353620819.572187,10.998,17920,1,1,6,0,0,0,0,0,0
1293522.790,5044345.670,314.790,3,353620819.572194,10.998,19456,1,1,6,0,0,0,0,0,0
1293523.480,5044345.250,314.680,3,353620819.572200,10.998,20992,1,1,6,0,0,0,0,0,0
1293524.150,5044344.840,314.720,3,353620819.572207,10.998,19968,1,1,6,0,0,0,0,0,0
1293524.880,5044344.400,314.410,2,353620819.572214,10.998,18944,1,1,6,0,0,0,0,0,0
1293525.610,5044343.960,314.140,3,353620819.572221,12,20992,1,1,6,0,0,0,0,0,0
1293526.240,5044343.570,314.360,2,353620819.572228,12,18432,1,1,6,0,0,0,0,0,0
1293526.800,5044343.200,314.830,3,353620819.572234,12,20992,1,1,6,0,0,0,0,0,0
1293526.900,5044343.460,314.920,3,353620819.577752,12,19456,1,1,6,0,0,0,0,0,0
1293526.240,5044343.870,314.860,3,353620819.577759,12,16896,1,1,6,0,0,0,0,0,0
1293525.690,5044344.230,314.270,2,353620819.577766,12,18688,1,1,6,0,0,0,0,0,0
1293524.940,5044344.670,314.630,3,353620819.577773,10.998,18176,1,1,6,0,0,0,0,0,0
1293524.230,5044345.110,314.820,3,353620819.577780,10.998,17664,1,1,6,0,0,0,0,0,0
1293523.560,5044345.520,314.790,3,353620819.577786,10.998,19200,1,1,6,0,0,0,0,0,0
1293522.840,5044345.950,315.000,3,353620819.577793,10.998,16896,1,1,6,0,0,0,0,0,0
1293522.190,5044346.360,314.830,3,353620819.577800,10.998,15360,1,1,6,0,0,0,0,0,0
1293521.490,5044346.780,314.920,4,353620819.577807,10.998,20992,1,1,6,0,0,0,0,0,0
1293520.860,5044347.180,314.720,4,353620819.577814,10.998,18688,1,1,6,0,0,0,0,0,0
1293520.240,5044347.570,314.390,4,353620819.577821,10.998,15872,1,1,6,0,0,0,0,0,0
1293519.440,5044348.040,314.970,4,353620819.577827,10.998,6912,1,1,6,0,0,0,0,0,0
1293518.790,5044348.450,314.830,4,353620819.577834,10.998,6144,1,1,6,0,0,0,0,0,0
1293518.170,5044348.840,314.470,4,353620819.577841,10.998,5632,1,1,6,0,0,0,0,0,0
1293517.640,5044349.190,313.680,6,353620819.577848,10.998,6400,1,1,6,0,0,0,0,0,0
1293516.950,5044349.620,313.740,6,353620819.577854,10.998,6144,1,1,6,0,0,0,0,0,0
1293516.250,5044350.050,313.740,6,353620819.577861,10.998,6400,1,1,6,0,0,0,0,0,0
1293515.560,5044350.470,313.750,6,353620819.577868,10.998,6144,1,1,6,0,0,0,0,0,0
1293514.870,5044350.900,313.800,6,353620819.577875,10.998,6400,1,1,6,0,0,0,0,0,0
1293513.710,5044351.520,316.180,4,353620819.577882,10.998,2048,1,1,6,0,0,0,0,0,0
1293512.940,5044351.980,316.600,4,353620819.577888,10.998,14336,1,1,6,0,0,0,0,0,0
1293512.400,5044352.340,315.800,4,353620819.577895,10.998,10240,2,1,6,0,0,0,0,0,0
1293513.250,5044351.970,311.400,3,353620819.577895,10.998,2560,2,2,6,0,0,0,0,0,0
1293511.840,5044352.710,315.150,4,353620819.577902,10.998,14336,1,1,6,0,0,0,0,0,0
1293511.290,5044353.080,314.370,4,353620819.577909,10.998,8704,1,1,6,0,0,0,0,0,0
1293510.770,5044353.430,313.490,3,353620819.577916,10.998,2816,1,1,6,0,0,0,0,0,0
1293510.040,5044353.870,313.650,4,353620819.577923,10.998,2304,1,1,6,0,0,0,0,0,0
1293509.320,5044354.310,313.730,6,353620819.577929,10.998,2304,1,1,6,0,0,0,0,0,0
1293509.060,5044354.550,311.470,3,353620819.577936,10.998,4096,1,1,6,0,0,0,0,0,0
1293507.710,5044355.260,314.840,6,353620819.577943,10.998,1792,2,1,6,0,0,0,0,0,0
1293508.390,5044354.970,311.310,2,353620819.577943,10.998,4352,2,2,6,0,0,0,0,0,0
1293506.970,5044355.700,315.060,6,353620819.577950,10.998,3328,1,1,6,0,0,0,0,0,0
1293506.230,5044356.150,315.230,6,353620819.577957,10.998,4352,1,1,6,0,0,0,0,0,0
1293505.490,5044356.600,315.450,6,353620819.577963,10.998,4352,1,1,6,0,0,0,0,0,0
1293504.760,5044357.050,315.640,6,353620819.577970,10.998,3840,1,1,6,0,0,0,0,0,0
1293504.020,5044357.490,315.810,6,353620819.577977,10.998,5888,1,1,6,0,0,0,0,0,0
1293503.350,5044357.910,315.630,6,353620819.577984,10.998,6912,1,1,6,0,0,0,0,0,0
1293502.680,5044358.330,315.440,6,353620819.577991,10.998,6400,1,1,6,0,0,0,0,0,0
1293502.000,5044358.750,315.250,6,353620819.577997,10.002,6912,1,1,6,0,0,0,0,0,0
1293501.330,5044359.170,315.110,6,353620819.578004,10.002,6656,1,1,6,0,0,0,0,0,0
1293500.660,5044359.590,314.920,6,353620819.578011,10.002,6144,1,1,6,0,0,0,0,0,0
1293499.970,5044360.020,314.750,6,353620819.578018,10.002,6400,1,1,6,0,0,0,0,0,0
1293499.300,5044360.440,314.550,6,353620819.578025,10.002,6656,1,1,6,0,0,0,0,0,0
1293498.630,5044360.860,314.370,6,353620819.578031,10.002,5120,1,1,6,0,0,0,0,0,0
1293498.440,5044361.080,311.480,3,353620819.578038,10.002,15104,1,1,6,0,0,0,0,0,0
1293497.750,5044361.500,311.300,2,353620819.578045,10.002,11264,1,1,6,0,0,0,0,0,0
1293497.030,5044361.940,311.350,2,353620819.578052,10.002,11520,1,1,6,0,0,0,0,0,0
1293496.310,5044362.390,311.400,2,353620819.578058,10.002,10496,1,1,6,0,0,0,0,0,0
1293495.590,5044362.830,311.410,2,353620819.578065,10.002,9728,1,1,6,0,0,0,0,0,0
1293494.850,5044363.280,311.470,2,353620819.578072,10.002,9728,1,1,6,0,0,0,0,0,0
1293494.140,5044363.720,311.470,2,353620819.578079,10.002,11776,1,1,6,0,0,0,0,0,0
1293493.420,5044364.160,311.470,2,353620819.578086,10.002,12288,1,1,6,0,0,0,0,0,0
1293492.700,5044364.610,311.460,2,353620819.578093,10.002,12032,1,1,6,0,0,0,0,0,0
1293491.960,5044365.060,311.520,2,353620819.578099,10.002,11264,1,1,6,0,0,0,0,0,0
1293491.240,5044365.500,311.510,2,353620819.578106,10.002,11776,1,1,6,0,0,0,0,0,0
1293490.510,5044365.950,311.510,2,353620819.578113,10.002,10752,1,1,6,0,0,0,0,0,0
1293490.170,5044367.050,311.530,2,353620819.591782,10.002,12288,1,1,6,0,0,0,0,0,0
1293490.890,5044366.620,311.510,2,353620819.591789,10.002,12800,1,1,6,0,0,0,0,0,0
1293491.610,5044366.170,311.530,2,353620819.591796,10.002,13312,1,1,6,0,0,0,0,0,0
1293492.330,5044365.730,311.510,2,353620819.591803,10.002,12032,1,1,6,0,0,0,0,0,0
1293493.050,5044365.290,311.510,2,353620819.591809,10.002,11520,1,1,6,0,0,0,0,0,0
1293493.770,5044364.850,311.530,2,353620819.591816,10.002,10752,1,1,6,0,0,0,0,0,0
1293494.490,5044364.400,311.480,2,353620819.591823,10.002,10240,1,1,6,0,0,0,0,0,0
1293495.210,5044363.960,311.480,2,353620819.591830,10.002,11264,1,1,6,0,0,0,0,0,0
1293495.930,5044363.530,311.450,2,353620819.591836,10.002,9728,1,1,6,0,0,0,0,0,0
1293496.650,5044363.080,311.430,2,353620819.591843,10.002,11520,1,1,6,0,0,0,0,0,0
1293497.370,5044362.640,311.350,2,353620819.591850,10.002,14336,1,1,6,0,0,0,0,0,0
1293498.090,5044362.200,311.350,2,353620819.591857,10.002,12288,1,1,6,0,0,0,0,0,0
1293498.790,5044361.770,311.370,2,353620819.591864,10.002,16384,1,1,6,0,0,0,0,0,0
1293498.970,5044361.560,314.310,6,353620819.591871,10.002,2304,1,1,6,0,0,0,0,0,0
1293499.640,5044361.140,314.500,6,353620819.591877,10.002,7168,1,1,6,0,0,0,0,0,0
1293500.300,5044360.720,314.700,6,353620819.591884,10.002,6656,1,1,6,0,0,0,0,0,0
1293500.990,5044360.300,314.840,6,353620819.591891,10.002,6400,1,1,6,0,0,0,0,0,0
1293501.660,5044359.880,315.030,6,353620819.591898,10.002,6656,1,1,6,0,0,0,0,0,0
1293502.330,5044359.460,315.220,6,353620819.591905,10.002,6400,1,1,6,0,0,0,0,0,0
1293503.000,5044359.040,315.410,6,353620819.591911,10.998,7168,1,1,6,0,0,0,0,0,0
1293503.670,5044358.630,315.580,6,353620819.591918,10.998,7680,1,1,6,0,0,0,0,0,0
1293504.340,5044358.210,315.740,6,353620819.591925,10.998,5376,2,1,6,0,0,0,0,0,0
1293505.160,5044357.860,311.410,2,353620819.591925,10.998,3328,2,2,6,0,0,0,0,0,0
1293505.050,5044357.780,315.670,6,353620819.591932,10.998,1024,2,1,6,0,0,0,0,0,0
1293505.850,5044357.430,311.410,2,353620819.591932,10.998,7936,2,2,6,0,0,0,0,0,0
1293506.570,5044357.000,311.390,2,353620819.591938,10.998,11008,1,1,6,0,0,0,0,0,0
1293507.270,5044356.570,311.360,2,353620819.591945,10.998,10240,1,1,6,0,0,0,0,0,0
1293507.970,5044356.140,311.370,2,353620819.591952,10.998,10752,1,1,6,0,0,0,0,0,0
1293508.670,5044355.710,311.350,2,353620819.591959,10.998,11264,1,1,6,0,0,0,0,0,0
1293509.360,5044355.280,311.400,2,353620819.591966,10.998,10752,1,1,6,0,0,0,0,0,0
1293509.610,5044355.050,313.770,4,353620819.591973,10.998,2816,1,1,6,0,0,0,0,0,0
1293510.320,5044354.610,313.650,3,353620819.591980,10.998,2304,1,1,6,0,0,0,0,0,0
1293511.040,5044354.180,313.530,3,353620819.591986,10.998,3328,1,1,6,0,0,0,0,0,0
1293511.760,5044353.740,313.410,3,353620819.591993,10.998,7424,1,1,6,0,0,0,0,0,0
1293512.430,5044353.320,313.470,3,353620819.592000,10.998,13824,1,1,6,0,0,0,0,0,0
1293512.950,5044352.970,314.380,4,353620819.592007,10.998,768,1,1,6,0,0,0,0,0,0
1293513.230,5044352.730,316.500,4,353620819.592013,10.998,3584,1,1,6,0,0,0,0,0,0
1293514.480,5044352.070,313.620,6,353620819.592020,10.998,6912,1,1,6,0,0,0,0,0,0
1293515.170,5044351.640,313.590,6,353620819.592027,10.998,5376,1,1,6,0,0,0,0,0,0
1293515.910,5044351.200,313.340,6,353620819.592034,10.998,9216,1,1,6,0,0,0,0,0,0
1293516.570,5044350.790,313.450,6,353620819.592041,10.998,8448,1,1,6,0,0,0,0,0,0
1293517.300,5044350.350,313.240,6,353620819.592047,10.998,15360,1,1,6,0,0,0,0,0,0
1293517.970,5044349.930,313.300,6,353620819.592054,10.998,20480,1,1,6,0,0,0,0,0,0
1293518.400,5044349.620,314.570,3,353620819.592061,10.998,16896,1,1,6,0,0,0,0,0,0
1293519.010,5044349.240,314.970,4,353620819.592068,10.998,23040,1,1,6,0,0,0,0,0,0
1293519.720,5044348.810,314.790,4,353620819.592075,10.998,22528,1,1,6,0,0,0,0,0,0
1293520.430,5044348.370,314.630,4,353620819.592082,10.998,19968,1,1,6,0,0,0,0,0,0
1293521.080,5044347.970,314.780,3,353620819.592088,10.998,18432,1,1,6,0,0,0,0,0,0
1293521.710,5044347.580,315.030,3,353620819.592095,10.998,20224,1,1,6,0,0,0,0,0,0
1293522.410,5044347.150,314.890,3,353620819.592102,10.998,22272,1,1,6,0,0,0,0,0,0
1293523.060,5044346.750,315.030,3,353620819.592109,10.998,22784,1,1,6,0,0,0,0,0,0
1293523.750,5044346.330,314.940,3,353620819.592115,10.998,22272,1,1,6,0,0,0,0,0,0
1293524.430,5044345.910,314.950,3,353620819.592122,10.998,20992,1,1,6,0,0,0,0,0,0
1293525.100,5044345.500,314.940,3,353620819.592129,10.998,20480,1,1,6,0,0,0,0,0,0
1293525.770,5044345.090,314.910,3,353620819.592136,12,19968,1,1,6,0,0,0,0,0,0
1293526.370,5044344.710,315.290,3,353620819.592143,12,19712,1,1,6,0,0,0,0,0,0
1293527.030,5044344.300,315.310,3,353620819.592149,12,18944,1,1,6,0,0,0,0,0,0
1293527.660,5044343.910,315.490,3,353620819.592156,12,15872,1,1,6,0,0,0,0,0,0
1293528.440,5044343.450,314.990,3,353620819.592163,12,22528,1,1,6,0,0,0,0,0,0
1293529.060,5044343.060,315.180,3,353620819.592170,12,19200,1,1,6,0,0,0,0,0,0
1293529.660,5044343.080,314.810,3,353620819.597654,12,18432,1,1,6,0,0,0,0,0,0
1293528.910,5044343.520,315.140,3,353620819.597661,12,18432,1,1,6,0,0,0,0,0,0
1293528.220,5044343.940,315.270,3,353620819.597667,12,13568,1,1,6,0,0,0,0,0,0
1293527.480,5044344.390,315.630,3,353620819.597674,12,17408,1,1,6,0,0,0,0,0,0
1293526.830,5044344.790,315.490,3,353620819.597681,12,16384,1,1,6,0,0,0,0,0,0
1293526.190,5044345.190,315.350,3,353620819.597688,12,19712,1,1,6,0,0,0,0,0,0
1293525.610,5044345.560,314.870,3,353620819.597695,10.998,17664,1,1,6,0,0,0,0,0,0
1293524.830,5044346.020,315.370,3,353620819.597702,10.998,15104,1,1,6,0,0,0,0,0,0
1293524.250,5044346.400,314.890,2,353620819.597708,10.998,18688,1,1,6,0,0,0,0,0,0
1293523.580,5044346.810,314.870,3,353620819.597715,10.998,19968,1,1,6,0,0,0,0,0,0
1293522.920,5044347.220,314.770,3,353620819.597722,10.998,18688,1,1,6,0,0,0,0,0,0
1293522.230,5044347.640,314.820,3,353620819.597729,10.998,12032,1,1,6,0,0,0,0,0,0
1293521.530,5044348.070,314.920,3,353620819.597736,10.998,10496,1,1,6,0,0,0,0,0,0
1293520.890,5044348.470,314.680,3,353620819.597742,10.998,16640,1,1,6,0,0,0,0,0,0
1293520.210,5044348.890,314.710,3,353620819.597749,10.998,20480,1,1,6,0,0,0,0,0,0
1293519.470,5044349.330,315.000,4,353620819.597756,10.998,20736,1,1,6,0,0,0,0,0,0
1293518.820,5044349.740,314.770,3,353620819.597763,10.998,21248,1,1,6,0,0,0,0,0,0
1293518.400,5044350.050,313.440,2,353620819.597769,10.998,12800,1,1,6,0,0,0,0,0,0
1293517.690,5044350.480,313.570,6,353620819.597776,10.998,17664,1,1,6,0,0,0,0,0,0
1293516.970,5044350.920,313.740,6,353620819.597783,10.998,18176,1,1,6,0,0,0,0,0,0
1293516.350,5044351.310,313.380,6,353620819.597790,10.998,13824,1,1,6,0,0,0,0,0,0
1293515.780,5044351.680,312.760,2,353620819.597797,10.998,12032,1,1,6,0,0,0,0,0,0
1293514.940,5044352.170,313.510,6,353620819.597804,10.998,768,1,1,6,0,0,0,0,0,0
1293513.260,5044353.020,318.570,4,353620819.597810,10.998,4864,2,1,6,0,0,0,0,0,0
1293514.230,5044352.610,313.580,6,353620819.597810,10.998,2304,2,2,6,0,0,0,0,0,0
1293513.560,5044353.020,313.450,3,353620819.597817,10.998,2560,1,1,6,0,0,0,0,0,0
1293512.870,5044353.450,313.460,3,353620819.597824,10.998,9984,1,1,6,0,0,0,0,0,0
1293512.180,5044353.870,313.390,3,353620819.597831,10.998,9728,1,1,6,0,0,0,0,0,0
1293511.460,5044354.310,313.510,3,353620819.597838,10.998,3328,1,1,6,0,0,0,0,0,0
1293510.740,5044354.750,313.640,3,353620819.597844,10.998,2816,1,1,6,0,0,0,0,0,0
1293510.010,5044355.190,313.790,4,353620819.597851,10.998,2816,1,1,6,0,0,0,0,0,0
1293509.760,5044355.430,311.470,2,353620819.597858,10.998,4864,1,1,6,0,0,0,0,0,0
1293509.070,5044355.860,311.380,2,353620819.597865,10.998,10240,1,1,6,0,0,0,0,0,0
1293508.360,5044356.290,311.420,2,353620819.597872,10.998,8448,1,1,6,0,0,0,0,0,0
1293506.960,5044357.160,311.390,2,353620819.597885,10.998,9472,1,1,6,0,0,0,0,0,0
1293506.250,5044357.590,311.400,2,353620819.597892,10.998,9472,1,1,6,0,0,0,0,0,0
1293505.540,5044358.030,311.420,2,353620819.597899,10.998,9728,1,1,6,0,0,0,0,0,0
1293504.040,5044358.800,315.660,6,353620819.597906,10.998,3328,2,1,6,0,0,0,0,0,0
1293504.840,5044358.460,311.400,2,353620819.597906,10.998,4352,2,2,6,0,0,0,0,0,0
1293503.380,5044359.210,315.420,6,353620819.597913,10.998,2048,2,1,6,0,0,0,0,0,0
1293504.120,5044358.900,311.430,2,353620819.597913,10.998,4608,2,2,6,0,0,0,0,0,0
1293502.700,5044359.640,315.230,6,353620819.597919,10.002,4096,2,1,6,0,0,0,0,0,0
1293503.430,5044359.330,311.360,2,353620819.597919,10.002,1280,2,2,6,0,0,0,0,0,0
1293502.020,5044360.060,315.070,6,353620819.597926,10.002,5120,1,1,6,0,0,0,0,0,0
1293501.350,5044360.480,314.880,6,353620819.597933,10.002,5888,1,1,6,0,0,0,0,0,0
1293500.670,5044360.900,314.720,6,353620819.597940,10.002,5632,1,1,6,0,0,0,0,0,0
1293499.980,5044361.330,314.540,6,353620819.597946,10.002,5376,1,1,6,0,0,0,0,0,0
1293499.300,5044361.750,314.410,6,353620819.597953,10.002,3328,1,1,6,0,0,0,0,0,0
1293499.150,5044361.960,311.370,2,353620819.597960,10.002,12032,1,1,6,0,0,0,0,0,0
1293498.440,5044362.400,311.340,2,353620819.597967,10.002,12544,1,1,6,0,0,0,0,0,0
1293497.720,5044362.840,311.360,2,353620819.597974,10.002,11776,1,1,6,0,0,0,0,0,0
1293496.990,5044363.280,311.410,2,353620819.597980,10.002,9472,1,1,6,0,0,0,0,0,0
1293496.270,5044363.730,311.450,2,353620819.597987,10.002,8192,1,1,6,0,0,0,0,0,0
1293495.540,5044364.170,311.450,2,353620819.597994,10.002,7936,1,1,6,0,0,0,0,0,0
1293494.820,5044364.620,311.490,2,353620819.598001,10.002,8960,1,1,6,0,0,0,0,0,0
1293494.090,5044365.060,311.520,2,353620819.598008,10.002,8448,1,1,6,0,0,0,0,0,0
1293493.370,5044365.510,311.530,2,353620819.598015,10.002,9472,1,1,6,0,0,0,0,0,0
1293492.640,5044365.960,311.540,2,353620819.598021,10.002,10752,1,1,6,0,0,0,0,0,0
1293491.920,5044366.400,311.550,2,353620819.598028,10.002,12288,1,1,6,0,0,0,0,0,0
1293491.180,5044366.850,311.570,2,353620819.598035,10.002,10240,1,1,6,0,0,0,0,0,0
1293490.460,5044367.290,311.530,2,353620819.598042,10.002,10496,1,1,6,0,0,0,0,0,0
1293490.070,5044368.410,311.590,2,353620819.611697,10.002,11264,1,1,6,0,0,0,0,0,0
1293490.790,5044367.970,311.620,2,353620819.611704,10.002,12288,1,1,6,0,0,0,0,0,0
1293491.520,5044367.530,311.580,2,353620819.611711,10.002,12288,1,1,6,0,0,0,0,0,0
1293492.240,5044367.080,311.570,2,353620819.611718,10.002,12288,1,1,6,0,0,0,0,0,0
1293492.960,5044366.640,311.560,2,353620819.611724,10.002,10752,1,1,6,0,0,0,0,0,0
1293493.690,5044366.190,311.530,2,353620819.611731,10.002,10752,1,1,6,0,0,0,0,0,0
1293494.400,5044365.760,311.540,2,353620819.611738,10.002,10240,1,1,6,0,0,0,0,0,0
1293495.120,5044365.310,311.520,2,353620819.611745,10.002,9984,1,1,6,0,0,0,0,0,0
1293495.850,5044364.870,311.480,2,353620819.611752,10.002,9472,1,1,6,0,0,0,0,0,0
1293496.570,5044364.430,311.450,2,353620819.611758,10.002,9472,1,1,6,0,0,0,0,0,0
1293497.270,5044364.000,311.450,2,353620819.611765,10.002,8960,1,1,6,0,0,0,0,0,0
1293498.010,5044363.550,311.370,2,353620819.611772,10.002,12800,1,1,6,0,0,0,0,0,0
1293498.720,5044363.110,311.390,2,353620819.611779,10.002,14848,1,1,6,0,0,0,0,0,0
1293499.440,5044362.670,311.320,2,353620819.611786,10.002,22016,1,1,6,0,0,0,0,0,0
1293499.610,5044362.460,314.260,6,353620819.611792,10.002,1792,1,1,6,0,0,0,0,0,0
1293500.270,5044362.050,314.470,6,353620819.611799,10.002,2048,1,1,6,0,0,0,0,0,0
1293501.560,5044361.370,311.380,2,353620819.611806,10.002,15104,1,1,6,0,0,0,0,0,0
1293502.270,5044360.930,311.380,2,353620819.611813,10.002,13824,1,1,6,0,0,0,0,0,0
1293502.970,5044360.500,311.410,2,353620819.611820,10.002,13824,1,1,6,0,0,0,0,0,0
1293503.670,5044360.070,311.420,3,353620819.611826,10.002,13312,1,1,6,0,0,0,0,0,0
1293504.380,5044359.640,311.420,2,353620819.611833,10.998,9984,1,1,6,0,0,0,0,0,0
1293504.520,5044359.440,314.430,4,353620819.611840,10.998,10240,1,1,6,0,0,0,0,0,0
1293505.110,5044359.060,315.010,4,353620819.611847,10.998,12288,1,1,6,0,0,0,0,0,0
1293505.950,5044358.570,314.290,4,353620819.611854,10.998,7936,1,1,6,0,0,0,0,0,0
1293506.670,5044358.130,314.130,4,353620819.611861,10.998,13824,1,1,6,0,0,0,0,0,0
1293507.370,5044357.710,314.170,4,353620819.611867,10.998,11776,1,1,6,0,0,0,0,0,0
1293508.040,5044357.280,314.310,4,353620819.611874,10.998,5376,1,1,6,0,0,0,0,0,0
1293508.640,5044356.900,314.800,4,353620819.611881,10.998,9728,1,1,6,0,0,0,0,0,0
1293509.290,5044356.490,315.050,4,353620819.611888,10.998,7424,1,1,6,0,0,0,0,0,0
1293510.120,5044356.010,314.330,4,353620819.611895,10.998,13824,1,1,6,0,0,0,0,0,0
1293510.940,5044355.530,313.660,3,353620819.611901,10.998,3584,1,1,6,0,0,0,0,0,0
1293511.680,5044355.080,313.400,3,353620819.611908,10.998,3840,1,1,6,0,0,0,0,0,0
1293512.410,5044354.640,313.250,3,353620819.611915,10.998,7168,1,1,6,0,0,0,0,0,0
1293512.260,5044354.580,317.610,4,353620819.611922,10.998,8960,2,1,6,0,0,0,0,0,0
1293513.070,5044354.230,313.410,3,353620819.611922,10.998,5632,2,2,6,0,0,0,0,0,0
1293513.020,5044354.130,317.240,4,353620819.611928,10.998,15616,1,1,6,0,0,0,0,0,0
1293513.410,5044353.830,318.750,4,353620819.611935,10.998,19456,1,1,6,0,0,0,0,0,0
1293514.050,5044353.430,319.000,4,353620819.611942,10.998,16128,1,1,6,0,0,0,0,0,0
1293514.690,5044353.030,319.240,4,353620819.611949,10.998,4352,2,1,6,0,0,0,0,0,0
1293515.880,5044352.520,313.140,2,353620819.611949,10.998,5376,2,2,6,0,0,0,0,0,0
1293516.450,5044352.140,313.720,3,353620819.611956,10.998,18688,1,1,6,0,0,0,0,0,0
1293517.070,5044351.750,314.050,3,353620819.611963,10.998,20224,1,1,6,0,0,0,0,0,0
1293517.650,5044351.380,314.580,3,353620819.611969,10.998,21504,1,1,6,0,0,0,0,0,0
1293518.400,5044350.930,314.230,3,353620819.611976,10.998,19712,1,1,6,0,0,0,0,0,0
1293519.060,5044350.520,314.380,3,353620819.611983,10.998,22272,1,1,6,0,0,0,0,0,0
1293519.650,5044350.140,314.830,3,353620819.611990,10.998,21504,1,1,6,0,0,0,0,0,0
1293520.310,5044349.730,314.910,3,353620819.611997,10.998,24064,1,1,6,0,0,0,0,0,0
1293521.010,5044349.310,314.830,3,353620819.612003,10.998,18944,1,1,6,0,0,0,0,0,0
1293521.550,5044348.950,315.480,3,353620819.612010,10.998,2560,1,1,6,0,0,0,0,0,0
1293521.950,5044348.650,316.870,4,353620819.612017,10.998,3840,1,1,6,0,0,0,0,0,0
1293522.370,5044348.350,318.150,4,353620819.612024,10.998,3328,1,1,6,0,0,0,0,0,0
1293523.180,5044347.880,317.470,4,353620819.612031,10.998,4096,1,1,6,0,0,0,0,0,0
1293524.380,5044347.240,314.850,2,353620819.612037,10.998,21248,1,1,6,0,0,0,0,0,0
1293524.960,5044346.870,315.340,3,353620819.612044,10.998,16128,1,1,6,0,0,0,0,0,0
1293525.700,5044346.420,314.970,3,353620819.612051,10.998,18944,1,1,6,0,0,0,0,0,0
1293526.360,5044346.020,315.050,3,353620819.612058,10.998,16896,1,1,6,0,0,0,0,0,0
1293526.860,5044345.680,315.860,3,353620819.612065,12,22272,1,1,6,0,0,0,0,0,0
1293527.460,5044345.300,316.210,3,353620819.612071,12,19200,1,1,6,0,0,0,0,0,0
1293528.130,5044344.890,316.180,3,353620819.612078,12,20224,1,1,6,0,0,0,0,0,0
